Record_ID,Main_Category,Subcategory,Packaging_Format,Primary_Material,Closure_Type,Barrier_Level,Product_Weight_kg,Packaging_Weight_kg,Pack_to_Product_Ratio,Shelf_Life_Days,Recyclability_Percentage,CO2_Emission_Packaging_kgCO2e,Biodegradability_Score_0_1,Breakage_Risk_0_1,Recycling_Label,Logistics_Region,End_of_Life_Score_0_1,Overall_Sustainability_Score_0_1
3954,Food & Beverage,Ready-to-Eat,Blister Pack,Rigid Plastic,Zipper,Ultra High,0.343,0.0294,0.086,218,64,0.092,0.233,0.15,Not Recycled,Rural,0.32,0.55
3955,Pet Care,Pet Food,Box,Corrugated Board,Screw Cap,High,2.428,0.4239,0.175,316,81,0.3874,0.969,0.104,Widely Recycled,Urban Metro,0.821,0.801
3956,Baby Products,Baby Food,Can,Glass,Heat Seal,Ultra High,0.267,0.0696,0.261,261,75,0.0603,0.359,0.202,Compostable,Tier-1 City,0.973,0.725
3957,Electronics,Laptop,Carton,Composite (Plastic+Paper),Zipper,Medium,2.773,0.4538,0.164,264,47,1.5595,0.116,0.039,Check Locally,Rural,0.792,0.105
3958,Baby Products,Baby Food,Carton,Corrugated Board,Zipper,Ultra High,0.195,0.0143,0.074,254,78,0.0043,0.982,0.07,Widely Recycled,Rural,0.747,0.901
3959,Electronics,Laptop,Sachet,Glass,None,Medium,2.215,0.5324,0.24,79,77,0.7968,0.524,0.232,Widely Recycled,Urban Metro,0.708,0.519
3960,Baby Products,Baby Lotion,Pouch,Composite (Plastic+Paper),Zipper,High,0.253,0.0373,0.147,248,38,0.0941,0.052,0.095,Check Locally,Rural,0.568,0.468
3961,Apparel & Fashion,Jacket,Tube,Rigid Plastic,Heat Seal,Low,0.793,0.1427,0.18,43,25,0.553,0.14,0.026,Compostable,Tier-1 City,0.917,0.378
3962,Healthcare OTC,Digestive Aid,Box,Composite (Plastic+Paper),Zipper,High,0.05,0.0057,0.114,340,33,0.0173,0.031,0.019,Widely Recycled,Rural,0.774,0.503
3963,Healthcare OTC,Pain Relief,Box,Composite (Plastic+Paper),Snap Fit,High,0.057,0.0087,0.151,235,58,0.031,0.256,0.13,Check Locally,Tier-1 City,0.469,0.585
3964,Electronics,Mobile Phone,Box,Paperboard,Heat Seal,Medium,0.346,0.0438,0.126,112,97,0.0183,0.976,0.124,Widely Recycled,Tier-2 City,0.907,0.968
3965,Stationery,Notebook,Carton,Corrugated Board,None,Low,0.424,0.0428,0.101,78,91,0.0459,0.914,0.058,Check Locally,Urban Metro,0.427,0.854
3966,Household Care,Dishwash,Carton,Corrugated Board,Heat Seal,Medium,0.604,0.0746,0.124,146,75,0.0563,0.889,0.05,Check Locally,Tier-1 City,0.67,0.84
3967,Personal Care,Toothpaste,Tray,Corrugated Board,Zipper,High,0.167,0.0293,0.175,278,84,0.0411,0.81,0.046,Return to Store,Urban Metro,0.203,0.771
3968,Electronics,Small Appliance,Tray,Corrugated Board,None,Medium,2.249,0.2088,0.093,126,87,0.1607,0.821,0.036,Widely Recycled,Tier-2 City,0.879,0.848
3969,Food & Beverage,Staples,Bottle,Bioplastic,Flip Top,Ultra High,0.891,0.2084,0.234,135,97,0.1877,0.841,0.1,Widely Recycled,Urban Metro,0.723,0.848
3970,Stationery,Marker,Box,Paperboard,Screw Cap,Medium,0.05,0.0067,0.135,137,71,0.0083,0.882,0.066,Check Locally,Rural,0.4,0.802
3971,Personal Care,Skin Cream,Box,Corrugated Board,Screw Cap,High,0.082,0.0111,0.135,267,97,0.0065,0.796,0.061,Return to Store,Rural,0.226,0.814
3972,Apparel & Fashion,T-Shirt,Pouch,Paperboard,None,Medium,0.211,0.0376,0.179,200,76,0.0223,0.842,0.119,Not Recycled,Urban Metro,0.138,0.758
3973,Personal Care,Soap,Box,Corrugated Board,Snap Fit,Medium,0.104,0.0133,0.128,210,79,0.0178,0.716,0.136,Not Recycled,Tier-2 City,0.39,0.767
3974,Baby Products,Baby Wipes,Tray,Corrugated Board,Snap Fit,High,0.409,0.0335,0.082,135,95,0.0401,0.994,0.068,Check Locally,Urban Metro,0.402,0.885
3975,Pet Care,Cat Litter,Tube,Glass,Pump,High,4.897,1.3211,0.27,331,92,1.7522,0.424,0.248,Widely Recycled,Tier-2 City,0.876,0.263
3976,Electronics,Small Appliance,Tube,Flexible Plastic,None,Medium,3.45,0.3665,0.106,197,72,1.4597,0.198,0.147,Return to Store,Urban Metro,0.113,0.119
3977,Food & Beverage,Soft Drinks,Tub,Flexible Plastic,Screw Cap,High,1.084,0.1711,0.158,369,46,0.4384,0.21,0.112,Not Recycled,Tier-1 City,0.139,0.37
3978,Electronics,Headphones,Box,Paperboard,None,Low,0.354,0.0598,0.169,56,79,0.056,0.841,0.025,Not Recycled,Tier-1 City,0.152,0.757
3979,Stationery,Marker,Blister Pack,Composite (Plastic+Paper),Zipper,Medium,0.05,0.011,0.22,155,29,0.0315,0.118,0.038,Check Locally,Urban Metro,0.65,0.496
3980,Electronics,Headphones,Box,Corrugated Board,Heat Seal,Low,0.385,0.0278,0.072,58,77,0.0214,0.889,0.054,Widely Recycled,Urban Metro,0.957,0.897
3981,Baby Products,Diapers,Tube,Glass,Screw Cap,High,1.08,0.2623,0.243,176,86,0.2461,0.557,0.101,Widely Recycled,Urban Metro,0.798,0.729
3982,Cosmetics,Foundation,Carton,Corrugated Board,Pump,High,0.05,0.0041,0.082,295,81,0.0035,0.849,0.136,Widely Recycled,Tier-2 City,0.933,0.897
3983,Pet Care,Cat Litter,Tube,Rigid Plastic,Pump,High,5.047,1.0139,0.201,320,27,2.4243,0.264,0.147,Widely Recycled,Tier-1 City,0.77,0.0
3984,Household Care,Dishwash,Tub,Rigid Plastic,Pump,High,0.564,0.1218,0.216,252,41,0.2396,0.218,0.124,Check Locally,Tier-1 City,0.661,0.495
3985,Pet Care,Cat Litter,Sachet,Bioplastic,Heat Seal,Low,3.921,0.9344,0.238,64,94,1.19,0.701,0.106,Return to Store,Tier-1 City,0.326,0.439
3986,Personal Care,Shampoo,Box,Composite (Plastic+Paper),Snap Fit,High,0.187,0.0378,0.202,401,73,0.0615,0.032,0.106,Check Locally,Rural,0.697,0.581
3987,Baby Products,Baby Food,Can,Rigid Plastic,Pump,Ultra High,0.238,0.0321,0.135,285,26,0.126,0.205,0.013,Compostable,Urban Metro,0.769,0.505
3988,Stationery,Printer Ink,Tray,Corrugated Board,Screw Cap,Low,0.311,0.0506,0.163,65,74,0.0647,0.905,0.033,Widely Recycled,Tier-1 City,0.986,0.887
3989,Personal Care,Deodorant,Blister Pack,Aluminium,None,Low,0.123,0.0219,0.178,77,95,0.0079,0.455,0.01,Compostable,Tier-2 City,0.906,0.809
3990,Apparel & Fashion,T-Shirt,Blister Pack,Paperboard,Snap Fit,High,0.27,0.0259,0.096,272,86,0.0137,0.943,0.016,Not Recycled,Tier-2 City,0.112,0.812
3991,Stationery,Notebook,Can,Paperboard,Flip Top,Low,0.368,0.0374,0.101,83,92,0.0207,0.926,0.084,Check Locally,Rural,0.606,0.893
3992,Electronics,Headphones,Bottle,Rigid Plastic,Screw Cap,High,0.314,0.0274,0.087,250,68,0.061,0.145,0.086,Compostable,Tier-2 City,0.872,0.626
3993,Cosmetics,Nail Polish,Sachet,Bioplastic,Heat Seal,High,0.05,0.0067,0.134,191,72,0.0024,0.826,0.02,Widely Recycled,Tier-2 City,0.733,0.839
3994,Stationery,Marker,Sachet,Flexible Plastic,Zipper,High,0.05,0.0048,0.096,295,78,0.0125,0.13,0.023,Not Recycled,Urban Metro,0.194,0.562
3995,Apparel & Fashion,T-Shirt,Pouch,Paperboard,Heat Seal,High,0.271,0.0349,0.129,229,89,0.0216,0.729,0.086,Not Recycled,Urban Metro,0.387,0.794
3996,Healthcare OTC,Digestive Aid,Tray,Paperboard,Pump,Medium,0.05,0.0087,0.175,191,92,0.0084,0.803,0.023,Check Locally,Tier-1 City,0.489,0.844
3997,Household Care,Laundry Detergent,Tube,Flexible Plastic,Pump,Low,0.827,0.1879,0.227,61,50,0.3484,0.107,0.142,Widely Recycled,Urban Metro,0.866,0.484
3998,Food & Beverage,Dairy,Bottle,Rigid Plastic,Flip Top,Ultra High,0.438,0.0635,0.145,310,72,0.2128,0.049,0.064,Check Locally,Urban Metro,0.407,0.492
3999,Stationery,Marker,Tray,Corrugated Board,Zipper,Low,0.05,0.0058,0.117,136,97,0.0076,0.826,0.011,Widely Recycled,Tier-1 City,0.966,0.934
4000,Baby Products,Baby Food,Box,Paperboard,Heat Seal,High,0.252,0.0246,0.097,159,71,0.0192,0.945,0.026,Widely Recycled,Urban Metro,0.987,0.904
4001,Pet Care,Cat Litter,Pouch,Composite (Plastic+Paper),Heat Seal,Medium,4.598,0.9467,0.206,174,28,2.1077,0.095,0.059,Check Locally,Tier-1 City,0.465,0.0
4002,Electronics,Laptop,Pouch,Aluminium,Heat Seal,Low,1.94,0.5115,0.264,126,72,0.2436,0.484,0.014,Widely Recycled,Tier-2 City,0.907,0.688
4003,Cosmetics,Nail Polish,Sachet,Rigid Plastic,Zipper,Low,0.05,0.0102,0.204,108,63,0.0193,0.095,0.142,Widely Recycled,Tier-1 City,0.991,0.629
4004,Pet Care,Cat Litter,Tub,Rigid Plastic,Pump,Low,4.616,0.4459,0.097,71,47,1.3319,0.174,0.145,Check Locally,Rural,0.401,0.132
4005,Apparel & Fashion,T-Shirt,Box,Corrugated Board,Heat Seal,Medium,0.249,0.0384,0.154,240,71,0.023,0.727,0.074,Check Locally,Tier-1 City,0.546,0.771
4006,Personal Care,Skin Cream,Carton,Composite (Plastic+Paper),Snap Fit,Medium,0.079,0.0117,0.148,212,78,0.0216,0.076,0.078,Not Recycled,Urban Metro,0.445,0.579
4007,Food & Beverage,Ready-to-Eat,Pouch,Composite (Plastic+Paper),Zipper,Ultra High,0.402,0.0404,0.1,144,35,0.1025,0.197,0.049,Widely Recycled,Tier-2 City,0.809,0.537
4008,Stationery,Marker,Tub,Rigid Plastic,Flip Top,Low,0.05,0.01,0.2,89,69,0.0247,0.119,0.039,Widely Recycled,Urban Metro,0.793,0.622
4009,Food & Beverage,Soft Drinks,Tube,Flexible Plastic,Pump,Medium,1.067,0.224,0.21,174,32,0.7573,0.23,0.143,Return to Store,Urban Metro,0.334,0.272
4010,Household Care,Dishwash,Pouch,Paperboard,Zipper,Medium,0.474,0.0836,0.176,147,94,0.099,0.823,0.133,Widely Recycled,Rural,0.87,0.883
4011,Household Care,Floor Cleaner,Tray,Corrugated Board,Snap Fit,High,0.936,0.0531,0.057,314,88,0.0685,0.867,0.055,Return to Store,Tier-1 City,0.226,0.795
4012,Electronics,Mobile Phone,Tube,Flexible Plastic,Zipper,High,0.421,0.1044,0.248,268,66,0.3757,0.29,0.14,Widely Recycled,Urban Metro,0.703,0.546
4013,Pet Care,Cat Litter,Blister Pack,Composite (Plastic+Paper),Screw Cap,High,4.926,0.6635,0.135,253,53,2.2625,0.213,0.132,Widely Recycled,Urban Metro,0.703,0.0
4014,Pet Care,Pet Shampoo,Blister Pack,Aluminium,Flip Top,Medium,0.423,0.0836,0.198,265,92,0.1036,0.527,0.04,Widely Recycled,Tier-2 City,0.831,0.783
4015,Cosmetics,Foundation,Tub,Rigid Plastic,Pump,Low,0.054,0.0109,0.203,117,70,0.0281,0.05,0.063,Check Locally,Rural,0.681,0.586
4016,Pet Care,Pet Shampoo,Tray,Corrugated Board,Snap Fit,Medium,0.38,0.0559,0.147,199,71,0.0369,0.889,0.147,Widely Recycled,Tier-1 City,0.755,0.847
4017,Personal Care,Toothpaste,Can,Tinplate,Flip Top,Low,0.13,0.0453,0.348,95,48,0.1326,0.246,0.038,Widely Recycled,Urban Metro,0.85,0.582
4018,Apparel & Fashion,Jacket,Box,Corrugated Board,Screw Cap,Low,1.001,0.0582,0.058,88,75,0.0611,0.896,0.033,Compostable,Urban Metro,0.787,0.857
4019,Apparel & Fashion,T-Shirt,Tub,Flexible Plastic,Flip Top,Low,0.255,0.0306,0.12,30,66,0.0609,0.246,0.141,Compostable,Urban Metro,0.825,0.645
4020,Household Care,Floor Cleaner,Pouch,Paperboard,Heat Seal,Medium,0.989,0.132,0.133,217,82,0.171,0.978,0.07,Check Locally,Rural,0.514,0.824
4021,Stationery,Marker,Sachet,Glass,None,Medium,0.05,0.01,0.2,220,96,0.0058,0.303,0.094,Widely Recycled,Urban Metro,0.799,0.751
4022,Household Care,Laundry Detergent,Carton,Paperboard,Heat Seal,Medium,0.752,0.0739,0.098,140,86,0.0249,0.811,0.088,Widely Recycled,Tier-2 City,0.766,0.868
4023,Household Care,Dishwash,Box,Paperboard,Pump,Low,0.866,0.0756,0.087,67,70,0.0732,0.908,0.065,Return to Store,Tier-2 City,0.417,0.788
4024,Household Care,Laundry Detergent,Tube,Rigid Plastic,Flip Top,Low,1.129,0.1398,0.124,115,45,0.3295,0.091,0.112,Widely Recycled,Tier-1 City,0.711,0.448
4025,Household Care,Dishwash,Pouch,Steel,Heat Seal,Medium,0.73,0.139,0.19,168,51,0.3251,0.139,0.038,Check Locally,Tier-1 City,0.779,0.489
4026,Stationery,Pen,Pouch,Steel,Heat Seal,Low,0.05,0.0127,0.254,30,51,0.0348,0.265,0.02,Not Recycled,Tier-2 City,0.422,0.562
4027,Apparel & Fashion,T-Shirt,Sachet,Bioplastic,None,Low,0.225,0.0549,0.244,91,81,0.0496,0.739,0.149,Widely Recycled,Urban Metro,0.895,0.844
4028,Baby Products,Baby Lotion,Pouch,Tinplate,Zipper,Medium,0.412,0.1235,0.3,158,38,0.1767,0.599,0.032,Not Recycled,Urban Metro,0.417,0.586
4029,Cosmetics,Mascara,Tube,Rigid Plastic,Zipper,High,0.05,0.0066,0.131,382,79,0.0236,0.041,0.123,Return to Store,Tier-1 City,0.387,0.561
4030,Food & Beverage,Staples,Can,Corrugated Board,Flip Top,High,1.126,0.142,0.126,262,72,0.0757,0.771,0.149,Widely Recycled,Urban Metro,0.911,0.826
4031,Apparel & Fashion,Jacket,Carton,Corrugated Board,Zipper,Medium,0.924,0.0525,0.057,110,98,0.0386,0.847,0.025,Return to Store,Urban Metro,0.494,0.862
4032,Apparel & Fashion,Shoes,Box,Composite (Plastic+Paper),Pump,Low,0.962,0.234,0.243,129,26,0.54,0.069,0.149,Compostable,Tier-2 City,0.839,0.351
4033,Pet Care,Pet Food,Bottle,Glass,Pump,Medium,2.183,0.4099,0.188,200,97,0.1299,0.531,0.186,Widely Recycled,Urban Metro,0.842,0.789
4034,Personal Care,Skin Cream,Can,Corrugated Board,Pump,Low,0.06,0.0053,0.089,30,97,0.0074,0.706,0.101,Check Locally,Rural,0.66,0.852
4035,Apparel & Fashion,Jeans,Tray,Corrugated Board,Heat Seal,Medium,0.749,0.0862,0.115,192,74,0.0676,0.747,0.036,Compostable,Tier-2 City,0.986,0.837
4036,Food & Beverage,Staples,Carton,Paperboard,Flip Top,Ultra High,0.968,0.0574,0.059,292,76,0.0514,0.904,0.107,Check Locally,Tier-2 City,0.654,0.844
4037,Stationery,Marker,Tub,Rigid Plastic,Pump,Low,0.05,0.0096,0.192,103,24,0.0365,0.089,0.114,Widely Recycled,Rural,0.884,0.511
4038,Food & Beverage,Soft Drinks,Box,Composite (Plastic+Paper),Heat Seal,High,0.942,0.1492,0.158,375,78,0.437,0.035,0.071,Check Locally,Rural,0.531,0.456
4039,Household Care,Air Freshener,Tube,Flexible Plastic,Heat Seal,Low,0.391,0.0351,0.09,63,54,0.096,0.211,0.036,Widely Recycled,Urban Metro,0.732,0.58
4040,Personal Care,Shampoo,Box,Paperboard,Zipper,Medium,0.191,0.0277,0.145,217,79,0.0182,0.893,0.032,Widely Recycled,Tier-2 City,0.897,0.896
4041,Personal Care,Deodorant,Tub,Flexible Plastic,Screw Cap,Medium,0.102,0.0164,0.16,187,72,0.0386,0.013,0.046,Check Locally,Tier-1 City,0.731,0.585
4042,Household Care,Floor Cleaner,Box,Composite (Plastic+Paper),Heat Seal,Medium,0.811,0.104,0.128,165,69,0.2952,0.249,0.148,Return to Store,Tier-2 City,0.141,0.482
4043,Household Care,Dishwash,Sachet,Glass,Zipper,High,0.738,0.124,0.168,327,74,0.0861,0.247,0.185,Compostable,Urban Metro,0.918,0.672
4044,Food & Beverage,Confectionery,Can,Flexible Plastic,Snap Fit,Ultra High,0.09,0.0166,0.184,170,74,0.0632,0.169,0.054,Not Recycled,Tier-2 City,0.291,0.563
4045,Stationery,Marker,Bottle,Bioplastic,Screw Cap,Medium,0.05,0.0094,0.189,130,83,0.0064,0.884,0.03,Widely Recycled,Urban Metro,0.773,0.888
4046,Cosmetics,Nail Polish,Blister Pack,Aluminium,Screw Cap,Low,0.05,0.011,0.22,112,77,0.0161,0.368,0.039,Widely Recycled,Urban Metro,0.939,0.741
4047,Electronics,Small Appliance,Tub,Bioplastic,Flip Top,Medium,2.949,0.3764,0.128,137,97,0.1369,0.895,0.107,Compostable,Rural,0.776,0.887
4048,Cosmetics,Nail Polish,Bottle,Flexible Plastic,Screw Cap,Medium,0.05,0.0041,0.081,146,21,0.0134,0.265,0.119,Return to Store,Tier-1 City,0.397,0.488
4049,Household Care,Dishwash,Bottle,Flexible Plastic,Pump,Low,0.871,0.1589,0.183,85,25,0.4541,0.162,0.11,Check Locally,Urban Metro,0.716,0.384
4050,Healthcare OTC,Vitamins,Sachet,Bioplastic,Heat Seal,High,0.273,0.0643,0.236,295,85,0.0342,0.778,0.017,Compostable,Tier-2 City,0.725,0.845
4051,Personal Care,Skin Cream,Box,Composite (Plastic+Paper),Flip Top,High,0.073,0.0062,0.086,358,45,0.0173,0.148,0.043,Return to Store,Urban Metro,0.289,0.495
4052,Healthcare OTC,Pain Relief,Carton,Paperboard,Pump,High,0.05,0.0042,0.084,283,99,0.0026,0.874,0.087,Check Locally,Tier-1 City,0.701,0.916
4053,Personal Care,Shampoo,Tube,Glass,Snap Fit,High,0.205,0.0714,0.348,234,72,0.0403,0.48,0.222,Widely Recycled,Urban Metro,0.905,0.749
4054,Cosmetics,Lipstick,Tub,Bioplastic,Screw Cap,Medium,0.05,0.0094,0.187,107,76,0.0094,0.809,0.107,Widely Recycled,Urban Metro,0.981,0.879
4055,Stationery,Pen,Tray,Composite (Plastic+Paper),Pump,Medium,0.05,0.0059,0.118,207,60,0.0231,0.203,0.124,Compostable,Rural,0.841,0.63
4056,Household Care,Floor Cleaner,Bottle,Glass,Flip Top,Medium,1.157,0.2541,0.22,198,92,0.3124,0.422,0.105,Not Recycled,Rural,0.313,0.611
4057,Baby Products,Baby Food,Tray,Paperboard,Heat Seal,Ultra High,0.236,0.0144,0.061,283,85,0.0049,0.83,0.121,Check Locally,Rural,0.598,0.851
4058,Healthcare OTC,Pain Relief,Carton,Corrugated Board,Flip Top,Medium,0.057,0.0056,0.098,253,73,0.004,0.713,0.091,Widely Recycled,Tier-2 City,0.829,0.821
4059,Apparel & Fashion,Jacket,Pouch,Composite (Plastic+Paper),Zipper,Low,1.029,0.1859,0.181,66,72,0.642,0.085,0.093,Return to Store,Urban Metro,0.214,0.347
4060,Healthcare OTC,Pain Relief,Box,Corrugated Board,Snap Fit,Medium,0.05,0.007,0.141,212,91,0.0058,0.8,0.115,Compostable,Rural,0.991,0.916
4061,Pet Care,Pet Shampoo,Tray,Corrugated Board,Zipper,Low,0.251,0.0425,0.17,114,82,0.0432,0.908,0.013,Widely Recycled,Urban Metro,0.707,0.871
4062,Apparel & Fashion,Jeans,Box,Composite (Plastic+Paper),Flip Top,Medium,0.49,0.0987,0.201,125,35,0.1649,0.113,0.112,Check Locally,Rural,0.759,0.487
4063,Apparel & Fashion,Jeans,Sachet,Glass,Zipper,Medium,0.605,0.1364,0.225,244,89,0.0556,0.173,0.114,Check Locally,Tier-1 City,0.77,0.674
4064,Cosmetics,Foundation,Blister Pack,Steel,Pump,Medium,0.059,0.0148,0.25,221,47,0.0153,0.211,0.042,Check Locally,Tier-2 City,0.563,0.561
4065,Apparel & Fashion,Shoes,Pouch,Glass,None,Low,1.432,0.3924,0.274,105,96,0.5123,0.491,0.185,Widely Recycled,Urban Metro,0.995,0.685
4066,Stationery,Notebook,Bottle,Rigid Plastic,Pump,Medium,0.375,0.0807,0.215,161,67,0.1666,0.252,0.077,Return to Store,Tier-1 City,0.155,0.517
4067,Pet Care,Cat Litter,Blister Pack,Bioplastic,Pump,High,6.171,0.7813,0.127,243,91,0.4289,0.773,0.148,Check Locally,Tier-1 City,0.499,0.706
4068,Electronics,Mobile Phone,Bottle,Rigid Plastic,Pump,Medium,0.387,0.0735,0.19,176,56,0.2855,0.121,0.141,Compostable,Tier-2 City,0.92,0.529
4069,Apparel & Fashion,Shoes,Tray,Composite (Plastic+Paper),Flip Top,High,1.096,0.1612,0.147,334,24,0.3634,0.195,0.118,Not Recycled,Urban Metro,0.378,0.366
4070,Baby Products,Diapers,Can,Tinplate,Flip Top,Medium,0.894,0.1638,0.183,131,78,0.2907,0.569,0.049,Return to Store,Tier-2 City,0.352,0.634
4071,Food & Beverage,Snacks,Tube,Rigid Plastic,Heat Seal,Ultra High,0.174,0.0239,0.137,253,29,0.0523,0.091,0.098,Widely Recycled,Urban Metro,0.766,0.5
4072,Healthcare OTC,Vitamins,Sachet,Rigid Plastic,Heat Seal,High,0.21,0.0392,0.186,325,60,0.0986,0.069,0.068,Widely Recycled,Tier-1 City,0.776,0.559
4073,Cosmetics,Foundation,Carton,Paperboard,Pump,Medium,0.05,0.0088,0.176,287,96,0.0119,0.874,0.071,Widely Recycled,Rural,0.98,0.947
4074,Household Care,Air Freshener,Pouch,Glass,None,Medium,0.302,0.099,0.328,125,72,0.1297,0.564,0.198,Compostable,Urban Metro,0.792,0.729
4075,Household Care,Air Freshener,Can,Flexible Plastic,None,Low,0.452,0.0501,0.111,97,21,0.1857,0.209,0.123,Widely Recycled,Tier-1 City,0.901,0.495
4076,Household Care,Floor Cleaner,Tray,Corrugated Board,None,Low,1.026,0.131,0.128,78,91,0.152,0.833,0.039,Return to Store,Urban Metro,0.354,0.787
4077,Baby Products,Baby Lotion,Tray,Corrugated Board,None,Ultra High,0.365,0.0282,0.077,204,75,0.0213,0.729,0.124,Widely Recycled,Rural,0.89,0.835
4078,Household Care,Dishwash,Bottle,Flexible Plastic,Screw Cap,Low,0.717,0.0965,0.135,73,42,0.1592,0.221,0.117,Not Recycled,Urban Metro,0.263,0.464
4079,Apparel & Fashion,Jacket,Carton,Paperboard,Screw Cap,Medium,0.967,0.0806,0.083,189,90,0.0704,0.888,0.01,Not Recycled,Urban Metro,0.224,0.804
4080,Cosmetics,Foundation,Tray,Corrugated Board,Snap Fit,High,0.053,0.0073,0.138,305,73,0.0063,0.783,0.092,Return to Store,Tier-2 City,0.344,0.769
4081,Food & Beverage,Staples,Blister Pack,Aluminium,Flip Top,Ultra High,1.071,0.3148,0.294,275,82,0.1827,0.333,0.015,Check Locally,Tier-2 City,0.755,0.664
4082,Cosmetics,Foundation,Bottle,Bioplastic,Flip Top,Medium,0.053,0.0044,0.083,173,76,0.0045,0.77,0.018,Check Locally,Tier-1 City,0.683,0.824
4083,Pet Care,Pet Food,Blister Pack,Flexible Plastic,Heat Seal,Medium,2.54,0.631,0.248,198,55,2.3049,0.25,0.142,Widely Recycled,Rural,0.703,0.0
4084,Electronics,Mobile Phone,Tube,Flexible Plastic,Screw Cap,High,0.413,0.0612,0.148,248,34,0.1797,0.11,0.053,Return to Store,Rural,0.428,0.429
4085,Personal Care,Shampoo,Sachet,Flexible Plastic,Zipper,Low,0.256,0.0535,0.209,131,66,0.1123,0.117,0.119,Compostable,Urban Metro,0.845,0.593
4086,Household Care,Laundry Detergent,Carton,Corrugated Board,Pump,Medium,1.192,0.164,0.138,242,75,0.1933,0.804,0.149,Check Locally,Urban Metro,0.415,0.735
4087,Stationery,Pen,Can,Flexible Plastic,None,Medium,0.05,0.0082,0.163,151,73,0.0125,0.146,0.116,Check Locally,Urban Metro,0.434,0.59
4088,Electronics,Laptop,Carton,Corrugated Board,Snap Fit,Low,1.546,0.2498,0.162,90,87,0.1007,0.742,0.037,Return to Store,Rural,0.261,0.751
4089,Apparel & Fashion,Shoes,Carton,Composite (Plastic+Paper),None,High,1.2,0.2384,0.199,244,22,0.4276,0.254,0.014,Compostable,Rural,0.803,0.426
4090,Cosmetics,Mascara,Tube,Bioplastic,Heat Seal,Medium,0.05,0.0075,0.15,275,72,0.0054,0.858,0.021,Check Locally,Urban Metro,0.643,0.835
4091,Electronics,Laptop,Blister Pack,Composite (Plastic+Paper),Snap Fit,High,1.66,0.3672,0.221,187,78,0.845,0.237,0.077,Widely Recycled,Urban Metro,0.899,0.448
4092,Apparel & Fashion,Shoes,Carton,Paperboard,Zipper,Medium,1.033,0.0735,0.071,154,89,0.1021,0.778,0.059,Check Locally,Tier-2 City,0.726,0.835
4093,Food & Beverage,Staples,Can,Steel,Heat Seal,High,0.874,0.1485,0.17,313,47,0.1519,0.458,0.039,Not Recycled,Urban Metro,0.477,0.581
4094,Pet Care,Pet Shampoo,Box,Corrugated Board,Snap Fit,Medium,0.448,0.0327,0.073,281,99,0.0121,0.995,0.076,Widely Recycled,Rural,0.747,0.956
4095,Stationery,Pen,Tray,Paperboard,Heat Seal,Low,0.05,0.0074,0.147,100,82,0.011,0.889,0.084,Widely Recycled,Tier-1 City,0.98,0.917
4096,Pet Care,Pet Food,Tray,Corrugated Board,Heat Seal,Low,1.417,0.2261,0.16,111,93,0.2438,0.923,0.037,Widely Recycled,Urban Metro,0.994,0.887
4097,Personal Care,Shampoo,Pouch,Corrugated Board,Zipper,High,0.236,0.0216,0.092,285,83,0.0139,0.711,0.02,Check Locally,Tier-1 City,0.523,0.795
4098,Cosmetics,Foundation,Blister Pack,Corrugated Board,None,Low,0.05,0.007,0.141,75,94,0.0064,0.821,0.048,Widely Recycled,Tier-1 City,0.718,0.889
4099,Pet Care,Cat Litter,Sachet,Glass,Zipper,High,4.152,1.2341,0.297,243,74,1.3595,0.578,0.114,Check Locally,Rural,0.688,0.354
4100,Cosmetics,Mascara,Pouch,Bioplastic,None,Medium,0.05,0.0103,0.206,256,73,0.004,0.744,0.121,Widely Recycled,Urban Metro,0.894,0.839
4101,Electronics,Headphones,Blister Pack,Rigid Plastic,Snap Fit,Medium,0.317,0.0256,0.081,150,63,0.0807,0.141,0.029,Widely Recycled,Tier-1 City,0.882,0.609
4102,Pet Care,Pet Shampoo,Blister Pack,Paperboard,Flip Top,High,0.509,0.0743,0.146,273,94,0.0451,0.812,0.122,Return to Store,Urban Metro,0.177,0.794
4103,Apparel & Fashion,Shoes,Bottle,Bioplastic,Pump,Medium,1.054,0.2443,0.232,186,95,0.1887,0.968,0.11,Check Locally,Tier-1 City,0.479,0.844
4104,Pet Care,Pet Shampoo,Pouch,Bioplastic,None,Low,0.254,0.023,0.09,77,76,0.0204,0.942,0.14,Check Locally,Rural,0.785,0.886
4105,Pet Care,Pet Food,Bottle,Glass,Flip Top,High,1.909,0.4405,0.231,387,94,0.2515,0.314,0.221,Check Locally,Urban Metro,0.735,0.665
4106,Apparel & Fashion,Jacket,Box,Paperboard,Snap Fit,Medium,1.125,0.0579,0.051,208,74,0.0801,0.848,0.079,Check Locally,Urban Metro,0.413,0.779
4107,Household Care,Floor Cleaner,Carton,Composite (Plastic+Paper),Heat Seal,Medium,0.672,0.0764,0.114,234,40,0.2809,0.101,0.148,Widely Recycled,Tier-1 City,0.923,0.486
4108,Healthcare OTC,Digestive Aid,Pouch,Composite (Plastic+Paper),Zipper,High,0.05,0.0041,0.083,283,79,0.0119,0.24,0.027,Widely Recycled,Tier-1 City,0.784,0.685
4109,Household Care,Floor Cleaner,Can,Flexible Plastic,Zipper,Medium,1.05,0.1894,0.18,193,27,0.4764,0.19,0.019,Return to Store,Tier-2 City,0.161,0.306
