Category_item,Weight_kg,Volumetric_Weight_kg,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg_item,Material_ID,Material_Name,Category_material,Density_kg_m3,Tensile_Strength_MPa,Cost_per_kg,CO2_Emission_kg_material,Biodegradable,co2_impact_index,cost_efficiency_index,environmental_impact_score,material_suitability_score,sustainability_score,sustainability_rating,Item_Volume_m3
Beauty,0.69,0.22,4,TRUE,Air,2394,Styrofoam (EPS),1.08,4.13,105,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,52.6,6.18,23.25,0.21,0.212645152,E,0.00112
Beauty,0.22,0.03,10,TRUE,Road,60,Mushroom Pkg (Mycelium),2.09,0.007,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,99.93,4.01,0.03,3.37,160.3946535,A,0.00016
Electronics,0.33,0,9,TRUE,Road,356,Mushroom Pkg (Mycelium),1.93,0.059,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,98.88,6.17,0.41,3.72,18.05849254,A,0
Electronics,0.2,0,6,TRUE,Road,296,Honeycomb Paper,1.28,0.03,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,98.04,1.86,0.92,15.9,2.426084319,B,0
Clothing,0.18,0.08,2,FALSE,Road,509,Kraft Paper Mailer,0.47,0.046,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,97.37,0.94,1.41,52.56,0.799999433,D,0.000414
Electronics,2.07,0.11,9,TRUE,Air,2206,Mushroom Pkg (Mycelium),2.63,11.416,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,40.33,30.87,21.59,3.72,1.71579427,B,0.000551
Electronics,1.83,0.12,7,TRUE,Air,2806,Honeycomb Paper,2.13,12.837,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,36.23,15.64,30.04,13.9,0.624766957,D,0.000589
Clothing,1.95,3.95,2,TRUE,Road,592,Kraft Paper Mailer,1.98,1.169,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,78.12,7.76,11.74,52.56,0.793185622,D,0.019737
Furniture,64.85,295.96,5,FALSE,Road,842,Wood Crate,119.38,124.599,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,22.19,29.34,38.15,13.44,0.922883331,C,1.479816
Electronics,17.75,6.81,9,TRUE,Road,2244,Mushroom Pkg (Mycelium),8.9,19.916,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,50.43,79.27,17.94,3.72,5.302340842,A,0.034036
Beauty,0.43,0.04,8,TRUE,Air,2623,Mushroom Pkg (Mycelium),1.77,2.82,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,68.45,7.97,11.42,4.15,0.837478035,D,0.0002
Clothing,1.18,4.16,2,TRUE,Road,537,Kraft Paper Mailer,2.06,1.117,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,81.68,7.86,9.83,52.56,0.959511601,C,0.0208
Electronics,23.38,7.81,10,TRUE,Road,1916,Mushroom Pkg (Mycelium),11.35,22.398,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,48.29,91.07,18.71,3.37,5.840940361,A,0.03904
Furniture,14.09,34.11,6,FALSE,Road,680,Wood Crate,14.84,11.597,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,56.24,32.72,21.45,11.5,1.830489425,B,0.170569
Beauty,0.32,0.03,10,TRUE,Air,2932,Mushroom Pkg (Mycelium),2.13,2.346,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,71.66,6.01,10.25,3.37,0.703609687,D,0.00016
Electronics,2.41,0.21,8,TRUE,Air,1757,Mushroom Pkg (Mycelium),2.56,10.586,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,41.8,32.86,21.06,4.15,1.872364583,B,0.001026
Electronics,0.23,0,6,TRUE,Air,1793,Honeycomb Paper,1.29,1.031,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,81.95,2.22,8.5,15.9,0.313411728,E,0
Clothing,0.24,0.19,1,FALSE,Air,1519,Kraft Paper Mailer,0.3,0.911,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,82.45,1.01,9.42,78.9,0.128662407,E,0.000966
Clothing,0.86,1.41,5,FALSE,Air,948,Kraft Paper Mailer,1.56,3.342,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,61.52,8.88,20.64,26.22,0.516279045,D,0.007068
Beauty,0.52,0.27,4,TRUE,Air,2503,PLA Bioplastic,1.01,3.254,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,61.43,9.35,21.95,39.92,0.511161708,D,0.001344
Home Decor,2.16,1.3,9,FALSE,Air,1064,Mushroom Pkg (Mycelium),2.66,5.746,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,54.14,31.87,16.59,3.08,2.305243984,B,0.006496
Electronics,0.19,0,6,TRUE,Road,266,Honeycomb Paper,1.28,0.025,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,98.21,1.73,0.84,15.9,2.471425629,B,0
Beauty,0.56,0.27,4,TRUE,Air,2482,PLA Bioplastic,1.02,3.475,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,60.13,10.02,22.69,39.92,0.529925054,D,0.001344
Electronics,0.37,0,8,TRUE,Air,1631,Mushroom Pkg (Mycelium),1.75,1.509,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,78.26,6.85,7.87,4.15,1.044472548,C,0
Clothing,0.88,1.64,5,FALSE,Air,2378,Kraft Paper Mailer,1.66,9.75,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,42.53,9.77,30.83,26.22,0.380278937,D,0.00819
Clothing,1.26,3.82,4,TRUE,Road,578,Kraft Paper Mailer,2.33,1.104,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,81.35,13.19,10.01,31.48,1.581218623,B,0.01911
Beauty,0.32,0.04,9,TRUE,Air,1512,Mushroom Pkg (Mycelium),1.93,1.21,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,81.27,5.96,6.78,3.72,1.054867101,C,0.0002
Beauty,0.98,0.21,5,TRUE,Road,451,Wood Crate,1.39,0.221,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,94.2,7.86,2.84,13.44,3.321125591,B,0.001064
Electronics,15.09,6.44,9,TRUE,Road,849,Mushroom Pkg (Mycelium),7.84,6.406,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,64.13,76.48,12.98,3.72,7.070569563,A,0.0322
Furniture,10.12,35.69,4,FALSE,Road,2906,Wood Crate,15.08,51.858,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,37.19,22.25,30.79,16.15,0.867164636,C,0.178425
Clothing,1.41,3.95,3,TRUE,Air,2353,Honeycomb Paper,2.18,23.236,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,24.19,14.07,35.72,27.92,0.472676359,D,0.01976
Clothing,0.23,0.17,2,FALSE,Air,1789,Kraft Paper Mailer,0.49,1.029,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,81.3,1.3,10.03,52.56,0.155533384,E,0.000828
Furniture,69.39,257.13,6,FALSE,Road,865,Wood Crate,104.05,111.209,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,23.56,35.23,37.47,11.5,1.12826258,C,1.285632
Clothing,0.19,0.21,2,FALSE,Air,1254,Kraft Paper Mailer,0.48,0.658,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,86.05,1.17,7.48,52.56,0.18770051,E,0.00105
Clothing,1.87,4.43,4,TRUE,Air,2876,Kraft Paper Mailer,2.57,31.852,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,16.66,13.91,44.71,31.48,0.373339289,D,0.02214
Furniture,53.57,283.83,7,FALSE,Road,2119,PLA Bioplastic,114.93,300.718,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,5.97,83.54,53.52,24.91,1.873094135,B,1.419134
Clothing,1.01,4.1,3,TRUE,Air,2490,Kraft Paper Mailer,2.24,25.523,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,22.16,10.94,41.76,39.39,0.314367809,E,0.0205
Electronics,2.01,0.21,8,TRUE,Road,224,Mushroom Pkg (Mycelium),2.4,0.225,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,93.36,29.16,2.4,4.15,14.57999393,A,0.001044
Furniture,12.29,5.43,9,FALSE,Road,1857,Mushroom Pkg (Mycelium),6.72,11.411,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,58.32,72.63,15.08,3.08,5.779575214,A,0.027136
Clothing,1.33,3.79,4,TRUE,Air,1470,Kraft Paper Mailer,2.32,13.928,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,34.6,13.14,35.09,31.48,0.449358779,D,0.018963
Beauty,0.75,0.24,3,TRUE,Air,2397,PLA Bioplastic,0.9,4.494,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,54.86,11.5,25.69,49.94,0.537173977,D,0.001216
Clothing,0.24,0.09,2,FALSE,Air,2074,Kraft Paper Mailer,0.5,1.244,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,79.05,1.35,11.24,52.56,0.144128101,E,0.000432
Clothing,0.16,0.2,1,FALSE,Air,2981,Kraft Paper Mailer,0.28,1.491,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,77.54,0.83,12.05,78.9,0.082655595,E,0.000988
Home Decor,2.66,1.39,10,FALSE,Air,1869,Mushroom Pkg (Mycelium),3.06,12.429,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,38.34,38.04,22.31,2.79,2.0460779,B,0.006944
Electronics,0.39,0,6,TRUE,Air,1526,Honeycomb Paper,1.36,1.488,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,76.45,3.99,11.09,15.9,0.431740268,D,0
Furniture,10.36,38.17,5,FALSE,Road,689,Wood Crate,16.27,13.15,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,55.8,27.73,21.67,13.44,1.535579071,B,0.190836
Beauty,0.46,0.03,8,TRUE,Air,1013,Mushroom Pkg (Mycelium),1.78,1.165,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,81.48,8.53,6.7,4.15,1.527760966,B,0.00016
Clothing,1.25,4.03,2,TRUE,Air,1573,Kraft Paper Mailer,2.01,15.848,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,32.07,7.8,36.44,52.56,0.256860586,E,0.02016
Beauty,0.64,0.26,4,TRUE,Air,2608,PLA Bioplastic,1.06,4.173,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,56.75,11.08,24.62,39.92,0.540048719,D,0.00128
Electronics,1.76,0.12,9,TRUE,Air,1538,Mushroom Pkg (Mycelium),2.5,6.767,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,51.19,27.54,17.66,3.72,1.871347572,B,0.000608
Beauty,0.76,0.21,4,TRUE,Air,1902,PLA Bioplastic,1.1,3.614,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,58,12.78,23.9,39.92,0.641673613,D,0.001064
Electronics,0.16,0,6,TRUE,Air,2294,Honeycomb Paper,1.26,0.918,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,83.8,1.39,7.63,15.9,0.218610718,E,0
Clothing,0.22,0.22,2,FALSE,Air,2786,Kraft Paper Mailer,0.49,1.532,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,76.64,1.22,12.53,52.56,0.116839576,E,0.00108
Electronics,2.47,0.22,9,TRUE,Air,2789,Mushroom Pkg (Mycelium),2.79,17.222,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,31.38,34.81,24.83,3.72,1.682319707,B,0.001116
Furniture,58.45,308.84,5,FALSE,Road,2979,Wood Crate,124.54,460.017,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,3.3,29.35,47.41,13.44,0.742881233,D,1.544224
Furniture,75.31,269.38,7,FALSE,Road,569,Wood Crate,109.15,76.639,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,28.07,41.16,35.26,10.05,1.400794061,C,1.34688
Clothing,0.25,0.17,2,FALSE,Air,1421,Kraft Paper Mailer,0.5,0.888,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,82.59,1.43,9.34,52.56,0.18372589,E,0.000874
Furniture,58.72,289.04,7,FALSE,Road,969,Kraft Paper Mailer,117.02,140.04,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,16.95,35.9,44.55,19.63,0.967003345,C,1.44522
Clothing,0.23,0.09,1,FALSE,Air,1950,Kraft Paper Mailer,0.29,1.121,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,80.36,1,10.54,78.9,0.113851982,E,0.000437
Clothing,0.21,0.1,2,FALSE,Road,204,Kraft Paper Mailer,0.48,0.021,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,97.3,1.17,1.45,52.56,0.968275194,C,0.000486
Beauty,0.22,0.04,9,TRUE,Road,670,Mushroom Pkg (Mycelium),1.89,0.074,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,98.95,3.98,0.38,3.72,12.56838798,A,0.00018
Electronics,0.28,0.02,7,TRUE,Air,2773,Honeycomb Paper,1.51,1.941,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,73.48,2.84,12.49,13.9,0.272858265,E,9.10E-05
Clothing,1.4,4.01,3,TRUE,Air,1920,Kraft Paper Mailer,2.2,19.248,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,27.83,10.89,38.72,39.39,0.337499991,E,0.020034
Furniture,19.81,5.67,9,FALSE,Road,2083,Mushroom Pkg (Mycelium),9.72,20.632,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,49.73,81.02,18.19,3.08,5.344914495,A,0.02835
Furniture,10.76,30.13,4,FALSE,Road,2905,Wood Crate,12.85,43.764,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,39.6,22.03,29.61,16.15,0.892806454,C,0.15066
Clothing,1.47,3.82,2,TRUE,Road,619,Kraft Paper Mailer,1.93,1.182,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,80.05,7.69,10.7,52.56,0.862429826,C,0.01911
Electronics,1.52,0.12,7,TRUE,Road,70,Honeycomb Paper,2.01,0.053,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,88.26,13.69,5.53,13.9,2.970704707,B,0.0006
Clothing,0.88,1.41,5,FALSE,Air,1575,Kraft Paper Mailer,1.56,5.552,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,53.1,8.88,25.16,26.22,0.423529395,D,0.00704
Clothing,0.29,0.08,2,FALSE,Air,2496,Kraft Paper Mailer,0.52,1.81,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,73.81,1.68,14.05,52.56,0.143487534,E,0.000418
Furniture,50.81,331.87,6,FALSE,Road,2071,Wood Crate,133.95,343.651,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,7.8,35.32,45.2,11.5,0.937699094,C,1.659336
Furniture,73.04,292.84,7,FALSE,Road,2019,Wood Crate,118.54,295.622,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,9.74,41.2,44.25,10.05,1.11728811,C,1.464192
Furniture,69.54,242.33,8,FALSE,Road,1199,Honeycomb Paper,98.53,145.277,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,17.17,52.72,39.02,12.34,1.621322357,B,1.211654
Electronics,0.14,0,4,TRUE,Road,206,Corrugated Cardboard,0.86,0.014,114,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,98.43,0.25,0.81,3.99,0.370369913,D,0
Clothing,1.16,3.9,2,TRUE,Air,2725,Kraft Paper Mailer,1.96,26.569,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,21.15,7.74,42.3,52.56,0.219574463,E,0.0195
Beauty,0.36,0.04,9,TRUE,Air,2287,Mushroom Pkg (Mycelium),1.94,2.058,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,73.7,6.76,9.52,3.72,0.852100751,C,0.00018
Furniture,79.15,359.14,7,FALSE,Road,2325,Wood Crate,145.06,417.5,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,4.55,41.29,46.79,10.05,1.058944196,C,1.79568
Clothing,0.95,1.06,4,FALSE,Air,1015,Kraft Paper Mailer,1.22,2.69,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,64.2,6.67,19.21,31.48,0.416657969,D,0.00532
Home Decor,2.44,1.21,9,FALSE,Air,2794,Mushroom Pkg (Mycelium),2.78,17.043,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,31.61,34.5,24.75,3.08,1.672727205,B,0.006032
Furniture,10.17,34.45,6,FALSE,Road,1665,Wood Crate,14.98,28.68,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,45.66,32.74,26.64,11.5,1.474774719,B,0.17226
Furniture,43.53,268.19,6,FALSE,Road,1810,Wood Crate,108.48,242.712,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,13.13,35.24,42.59,11.5,0.99290911,C,1.340946
Electronics,0.26,0.02,6,TRUE,Air,2388,Honeycomb Paper,1.3,1.552,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,76.73,2.57,10.96,15.9,0.281386836,E,0.000105
Furniture,45.09,303.76,6,FALSE,Road,2342,Wood Crate,122.7,355.703,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,7.35,35.29,45.42,11.5,0.932364577,C,1.518804
Beauty,0.37,0.04,8,TRUE,Air,2109,Mushroom Pkg (Mycelium),1.75,1.951,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,74.51,6.85,9.22,4.15,0.891540033,C,0.00018
Beauty,0.99,0.24,3,TRUE,Air,1895,PLA Bioplastic,1,4.69,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,52.73,13.79,26.9,49.94,0.615167263,D,0.001176
Beauty,0.69,0.21,5,TRUE,Air,2247,PLA Bioplastic,1.28,3.876,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,57.51,12.45,24.18,33.25,0.617865979,D,0.001064
Electronics,0.4,0,8,TRUE,Air,2184,Mushroom Pkg (Mycelium),1.76,2.184,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,72.71,7.42,9.87,4.15,0.902127568,C,0
Clothing,1.64,3.59,4,TRUE,Air,2787,Kraft Paper Mailer,2.24,25.013,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,22.04,12.88,41.82,31.48,0.369583922,D,0.01794
Furniture,16.14,5.24,10,FALSE,Road,2675,Mushroom Pkg (Mycelium),8.46,21.587,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,49.55,84.3,18.25,2.79,5.543013395,A,0.026208
Electronics,2.21,0.12,9,TRUE,Air,1647,Mushroom Pkg (Mycelium),2.68,9.1,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,45,32.38,19.9,3.72,1.952562716,B,0.000588
Electronics,18.45,8.26,10,TRUE,Road,2429,Mushroom Pkg (Mycelium),9.38,22.408,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,48.8,86.93,18.53,3.37,5.629573361,A,0.041275
Furniture,16.53,5.86,9,FALSE,Road,742,Mushroom Pkg (Mycelium),8.41,6.133,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,64.15,78.11,12.97,3.08,7.226830592,A,0.029295
Clothing,0.21,0.1,1,FALSE,Air,1984,Kraft Paper Mailer,0.28,1.042,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,81.38,0.9,9.99,78.9,0.108108097,E,0.000525
Furniture,12.09,39.31,4,FALSE,Road,1447,Wood Crate,16.52,28.441,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,45.5,22.37,26.72,16.15,1.004640681,C,0.19656
Clothing,0.26,0.09,2,FALSE,Air,1663,Kraft Paper Mailer,0.5,1.081,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,80.45,1.52,10.49,52.56,0.173879869,E,0.000468
Home Decor,2.98,1.13,9,FALSE,Air,960,Mushroom Pkg (Mycelium),2.99,7.152,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,49.48,39.27,18.28,3.08,2.577899203,B,0.00567
Electronics,1.91,0.2,8,TRUE,Air,1038,Mushroom Pkg (Mycelium),2.36,4.956,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,57.09,28.16,15.53,4.15,2.175917439,B,0.001008
Furniture,51.42,279.34,6,FALSE,Road,543,Wood Crate,112.94,75.841,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,29.34,35.26,34.64,11.5,1.221478025,C,1.396703
Clothing,1.13,1.36,5,FALSE,Air,1386,Kraft Paper Mailer,1.54,4.712,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,55.03,8.66,24.13,26.22,0.430667201,D,0.00682
Clothing,1.09,1.25,4,FALSE,Air,1290,Kraft Paper Mailer,1.3,4.031,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,57.66,7.45,22.71,31.48,0.393659164,D,0.00627
Beauty,1,0.2,4,TRUE,Air,2756,PLA Bioplastic,1.2,6.89,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,46.65,15.56,30.36,39.92,0.615019743,D,0.001008
Beauty,0.31,0.05,8,TRUE,Air,1569,Mushroom Pkg (Mycelium),1.72,1.216,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,81.23,5.74,6.79,4.15,1.01443284,C,0.00025
Beauty,0.35,0.04,10,TRUE,Air,2414,Mushroom Pkg (Mycelium),2.14,2.112,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,73.3,6.6,9.66,3.37,0.819875692,D,0.0002
Clothing,0.16,0.1,1,FALSE,Road,230,Kraft Paper Mailer,0.26,0.018,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,98.01,0.62,1.07,78.9,0.695326453,D,0.000494
Home Decor,1.53,1.3,10,FALSE,Air,2741,Mushroom Pkg (Mycelium),2.61,10.484,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,42.31,25.43,20.87,2.79,1.462194468,B,0.00651
Beauty,0.29,0.04,9,TRUE,Air,1066,Mushroom Pkg (Mycelium),1.92,0.773,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,86.41,5.37,4.92,3.72,1.309755831,C,0.0002
Furniture,13.49,37.82,4,FALSE,Road,2378,Styrofoam (EPS),15.93,44.968,105,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,28.87,24.83,34.9,0.15,0.569169038,D,0.1891
Home Decor,2.79,1.05,10,FALSE,Air,2737,Mushroom Pkg (Mycelium),3.12,19.091,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,29.05,39.15,25.67,2.79,1.830151857,B,0.005265
Beauty,0.75,0.22,4,TRUE,Air,2080,PLA Bioplastic,1.1,3.9,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,56.98,12.6,24.48,39.92,0.617647034,D,0.00112
Clothing,1.16,4.64,4,TRUE,Road,519,Kraft Paper Mailer,2.66,1.204,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,81.37,14.08,9.99,31.48,1.691291122,B,0.02322
Clothing,1.05,3.91,2,TRUE,Road,127,Kraft Paper Mailer,1.96,0.248,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.33,7.76,6.8,52.56,1.369411563,C,0.019557
Electronics,0.13,0,5,TRUE,Air,2410,Honeycomb Paper,1.05,0.783,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,85.7,1,6.74,18.57,0.178041517,E,0
Clothing,1.05,3.42,4,TRUE,Air,2481,Kraft Paper Mailer,2.17,21.213,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,26.14,12.66,39.62,31.48,0.383442696,D,0.0171
Electronics,2.06,0.25,7,TRUE,Air,1932,Honeycomb Paper,2.22,9.95,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,40.88,16.95,27.85,13.9,0.730341087,D,0.00124
Clothing,0.91,1.39,3,FALSE,Road,131,Kraft Paper Mailer,1.16,0.091,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,89.52,6.92,5.62,39.39,1.477579808,B,0.00693
Clothing,0.16,0.11,1,FALSE,Air,1501,Kraft Paper Mailer,0.26,0.6,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.21,0.62,6.86,78.9,0.108454795,E,0.000546
Furniture,18.79,5.09,10,FALSE,Road,2916,Mushroom Pkg (Mycelium),9.52,27.396,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,46.07,87.23,19.51,2.79,5.365248315,A,0.025452
Clothing,1.56,3.63,3,TRUE,Air,1567,Kraft Paper Mailer,2.05,14.221,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,33.84,10.56,35.49,39.39,0.357058316,E,0.01813
Furniture,77.69,293.06,6,FALSE,Road,2978,Wood Crate,118.42,436.366,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,3.91,35.28,47.11,11.5,0.898662685,C,1.465282
Clothing,1.21,3.68,3,TRUE,Road,800,Kraft Paper Mailer,2.07,1.472,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,79.95,10.6,10.76,39.39,1.182156024,C,0.0184
Clothing,0.98,1.51,4,FALSE,Air,1176,Kraft Paper Mailer,1.4,4.439,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,56.55,8.45,23.31,31.48,0.435006416,D,0.00756
Home Decor,2.37,1.25,10,FALSE,Air,2651,Mushroom Pkg (Mycelium),2.95,15.707,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,33.41,35.1,24.09,2.79,1.748443265,B,0.00624
Clothing,0.22,0.09,1,FALSE,Road,320,Kraft Paper Mailer,0.29,0.035,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.99,0.92,1.61,78.9,0.68571386,D,0.000468
Beauty,0.54,0.2,4,TRUE,Road,619,PLA Bioplastic,1.02,0.167,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,88.25,9.63,6.69,39.92,1.727354002,B,0.001008
