Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg,Material_ID
Electronics,1.94,0.25,30,21,2,8,True,Air,2487,Styrofoam (EPS),2.38,12.062,105.0
Clothing,1.67,3.08,45,38,9,4,True,Air,2836,Kraft Paper Mailer,2.03,21.837,550.0
Electronics,20.82,7.33,111,66,5,9,True,Road,2997,Mushroom Pkg (Mycelium),10.13,31.199,601.0
Beauty,0.44,0.04,10,4,5,9,True,Road,495,Mushroom Pkg (Mycelium),1.98,0.109,601.0
Beauty,0.56,0.2,18,7,8,3,True,Air,1841,PLA Bioplastic,0.82,2.577,575.0
Furniture,18.6,4.94,98,63,4,9,False,Road,2821,Mushroom Pkg (Mycelium),9.24,26.235,601.0
Electronics,24.27,8.73,123,71,5,9,True,Road,2490,Mushroom Pkg (Mycelium),11.51,30.216,601.0
Clothing,0.22,0.08,22,18,1,2,False,Road,204,Kraft Paper Mailer,0.49,0.022,550.0
Electronics,0.22,0.02,14,7,1,8,True,Air,2202,Mushroom Pkg (Mycelium),1.69,1.211,601.0
Furniture,15.9,6.14,96,64,5,10,False,Road,586,Mushroom Pkg (Mycelium),8.36,4.659,601.0
Furniture,18.86,5.45,94,58,5,10,False,Road,1620,Mushroom Pkg (Mycelium),9.54,15.277,601.0
Electronics,0.4,0.0,15,6,0,6,True,Air,2988,Styrofoam (EPS),1.36,2.988,105.0
Electronics,2.15,0.11,28,20,1,9,True,Air,1493,Mushroom Pkg (Mycelium),2.66,8.025,601.0
Furniture,13.51,37.09,64,63,46,4,False,Road,2777,Wood Crate,15.64,51.499,405.0
Electronics,0.25,0.0,14,7,0,7,True,Air,1829,Honeycomb Paper,1.5,1.143,602.0
Clothing,0.26,0.2,25,20,2,2,False,Air,1881,Kraft Paper Mailer,0.5,1.223,550.0
Furniture,65.47,257.8,186,90,77,8,False,Road,1063,Wood Crate,104.72,137.021,405.0
Clothing,0.96,1.46,32,19,12,4,False,Air,1543,Kraft Paper Mailer,1.38,5.632,550.0
Clothing,0.27,0.1,25,19,1,2,False,Air,2238,Kraft Paper Mailer,0.51,1.511,550.0
Beauty,0.78,0.2,18,8,7,4,True,Road,276,PLA Bioplastic,1.11,0.108,575.0
Electronics,1.75,0.12,31,19,1,7,True,Air,2340,Honeycomb Paper,2.1,10.237,602.0
Electronics,0.24,0.0,16,7,0,7,True,Air,1992,Honeycomb Paper,1.5,1.195,602.0
Furniture,65.56,257.8,180,93,77,6,False,Road,536,Wood Crate,104.32,69.09,405.0
Furniture,12.52,37.66,63,61,49,6,False,Road,1702,Wood Crate,16.26,32.049,405.0
Furniture,56.89,242.35,187,90,72,5,False,Road,646,Wood Crate,97.94,78.279,405.0
Clothing,1.93,4.02,49,41,10,2,True,Road,273,Kraft Paper Mailer,2.01,0.549,550.0
Furniture,11.1,31.84,61,58,45,6,False,Road,1794,Wood Crate,13.94,28.56,405.0
Beauty,0.42,0.03,10,4,4,8,True,Air,2640,Mushroom Pkg (Mycelium),1.77,2.772,601.0
Clothing,0.87,1.28,28,19,12,3,False,Air,1787,Kraft Paper Mailer,1.11,5.718,550.0
Beauty,0.58,0.24,21,8,7,5,True,Road,582,PLA Bioplastic,1.23,0.169,575.0
Clothing,0.2,0.1,25,19,1,1,False,Road,248,Kraft Paper Mailer,0.28,0.025,550.0
Electronics,20.13,7.84,117,67,5,10,True,Road,2793,Mushroom Pkg (Mycelium),10.05,28.112,601.0
Clothing,1.06,0.97,27,18,10,4,False,Air,2487,Kraft Paper Mailer,1.22,6.591,550.0
Beauty,0.43,0.04,10,4,5,10,True,Air,1885,Mushroom Pkg (Mycelium),2.17,2.026,601.0
Electronics,1.8,0.19,27,18,2,7,True,Air,1443,Honeycomb Paper,2.12,6.494,602.0
Electronics,2.23,0.25,31,20,2,8,True,Road,762,Mushroom Pkg (Mycelium),2.49,0.85,601.0
Electronics,0.19,0.0,5,4,1,4,True,Air,2678,Corrugated Cardboard,0.88,1.272,114.0
Furniture,65.28,304.5,218,97,72,5,False,Road,307,Mushroom Pkg (Mycelium),122.8,46.741,601.0
Clothing,0.29,0.09,24,19,1,1,False,Air,1267,Kraft Paper Mailer,0.32,0.919,550.0
Beauty,0.37,0.03,9,4,4,8,True,Road,124,Mushroom Pkg (Mycelium),1.75,0.023,601.0
Clothing,0.26,0.19,25,19,2,1,False,Air,2479,Kraft Paper Mailer,0.3,1.611,550.0
Electronics,15.94,6.87,116,74,4,9,True,Road,1725,Mushroom Pkg (Mycelium),8.18,13.748,601.0
Furniture,41.2,315.36,219,90,80,6,False,Road,1065,Wood Crate,127.34,167.929,405.0
Electronics,2.09,0.11,31,18,1,7,True,Road,187,Honeycomb Paper,2.24,0.195,602.0
Beauty,0.84,0.27,21,8,8,5,True,Air,1386,PLA Bioplastic,1.34,2.911,575.0
Electronics,2.18,0.1,27,19,1,9,True,Air,1905,Mushroom Pkg (Mycelium),2.67,10.382,601.0
Electronics,24.73,8.25,113,73,5,9,True,Road,1246,Mushroom Pkg (Mycelium),11.69,15.407,601.0
Beauty,0.26,0.03,9,4,4,8,True,Road,787,Mushroom Pkg (Mycelium),1.7,0.102,601.0
Electronics,0.19,0.0,5,4,0,4,True,Air,1466,Corrugated Cardboard,0.88,0.696,114.0
Electronics,0.37,0.0,15,6,0,8,True,Road,732,PLA Bioplastic,1.75,0.135,575.0
Clothing,1.72,3.69,54,38,9,4,True,Air,1229,Kraft Paper Mailer,2.28,11.338,550.0
Furniture,16.97,4.53,96,59,4,9,False,Road,692,Mushroom Pkg (Mycelium),8.59,5.872,601.0
Electronics,0.11,0.0,4,4,1,5,True,Air,2044,Honeycomb Paper,1.04,0.562,602.0
Furniture,10.52,35.69,65,61,45,5,False,Road,2915,PLA Bioplastic,15.28,52.018,575.0
Beauty,0.4,0.04,9,4,5,8,True,Road,126,Mushroom Pkg (Mycelium),1.76,0.025,601.0
Clothing,1.98,4.08,51,40,10,3,True,Air,1676,Kraft Paper Mailer,2.23,17.095,550.0
Electronics,0.19,0.0,4,5,1,6,True,Air,1544,Honeycomb Paper,1.28,0.733,602.0
Furniture,13.24,30.2,61,55,45,4,False,Road,1624,Wood Crate,12.88,24.522,405.0
Electronics,0.1,0.0,4,5,1,4,True,Air,2121,Corrugated Cardboard,0.84,0.53,114.0
Beauty,0.45,0.04,10,5,4,10,True,Air,1720,Mushroom Pkg (Mycelium),2.18,1.935,601.0
Electronics,0.24,0.02,15,7,1,9,True,Air,1060,Mushroom Pkg (Mycelium),1.9,0.636,601.0
Furniture,16.32,4.15,96,54,4,10,False,Road,1176,Mushroom Pkg (Mycelium),8.53,9.596,601.0
Furniture,14.02,38.67,64,57,53,6,False,Road,2566,Wood Crate,16.67,49.614,405.0
Beauty,0.42,0.04,10,4,5,9,True,Air,2376,Mushroom Pkg (Mycelium),1.97,2.495,601.0
Clothing,1.03,1.25,29,18,12,4,False,Road,285,Kraft Paper Mailer,1.3,0.178,550.0
Furniture,18.77,4.72,100,59,4,9,False,Road,898,Mushroom Pkg (Mycelium),9.31,8.428,601.0
Electronics,0.18,0.0,5,4,1,4,True,Air,2584,Corrugated Cardboard,0.87,1.163,114.0
Home Decor,1.99,1.25,13,15,32,10,False,Air,1004,Mushroom Pkg (Mycelium),2.8,4.995,601.0
Furniture,10.82,35.81,63,58,49,4,False,Road,1519,Wood Crate,15.12,27.198,405.0
Clothing,0.22,0.09,23,19,1,2,False,Air,2081,Kraft Paper Mailer,0.49,1.145,550.0
Clothing,1.58,3.43,53,36,9,4,True,Road,706,Kraft Paper Mailer,2.17,1.211,550.0
Clothing,0.96,1.32,29,19,12,4,False,Air,1773,Kraft Paper Mailer,1.33,5.851,550.0
Electronics,0.11,0.0,5,5,0,4,True,Air,1379,Corrugated Cardboard,0.84,0.379,114.0
Electronics,22.75,9.4,127,74,5,10,True,Road,571,Mushroom Pkg (Mycelium),11.1,6.495,601.0
Furniture,13.3,39.1,65,64,47,5,False,Road,2896,Wood Crate,16.64,56.617,405.0
Clothing,0.24,0.18,25,18,2,2,False,Road,248,Kraft Paper Mailer,0.5,0.03,550.0
Clothing,0.82,1.2,30,20,10,4,False,Air,1959,Kraft Paper Mailer,1.28,5.877,550.0
Beauty,0.37,0.05,10,5,5,9,True,Air,1726,Wood Crate,1.95,1.597,405.0
Home Decor,2.24,1.39,14,16,31,10,False,Air,1107,Mushroom Pkg (Mycelium),2.9,6.199,601.0
Beauty,0.38,0.04,10,5,4,9,True,Air,838,Mushroom Pkg (Mycelium),1.95,0.796,601.0
Furniture,10.43,34.98,60,55,53,4,False,Road,608,Kraft Paper Mailer,14.79,10.634,550.0
Furniture,15.35,4.57,102,56,4,9,False,Road,1695,Mushroom Pkg (Mycelium),7.94,13.009,601.0
Beauty,0.65,0.24,21,7,8,4,True,Air,2399,PLA Bioplastic,1.06,3.898,575.0
Clothing,1.18,4.18,51,41,10,2,True,Air,1482,Kraft Paper Mailer,2.07,15.487,550.0
Clothing,0.29,0.21,25,21,2,1,False,Road,738,Kraft Paper Mailer,0.32,0.107,550.0
Clothing,1.69,2.92,45,36,9,2,True,Road,422,Kraft Paper Mailer,1.57,0.616,550.0
Electronics,2.15,0.22,27,20,2,9,True,Road,741,Mushroom Pkg (Mycelium),2.66,0.797,601.0
Home Decor,2.51,1.22,14,15,29,10,False,Air,1894,Mushroom Pkg (Mycelium),3.0,11.885,601.0
Beauty,0.96,0.23,18,8,8,3,True,Air,2478,PLA Bioplastic,0.98,5.947,575.0
Electronics,20.46,7.21,111,65,5,10,True,Road,358,Mushroom Pkg (Mycelium),10.18,3.662,601.0
Electronics,18.49,7.2,125,72,4,10,True,Road,2854,Mushroom Pkg (Mycelium),9.4,26.385,601.0
Clothing,0.18,0.23,27,21,2,2,False,Road,668,Kraft Paper Mailer,0.49,0.077,550.0
Beauty,0.63,0.19,19,7,7,5,True,Air,2824,PLA Bioplastic,1.25,4.448,575.0
Beauty,0.57,0.24,19,8,8,5,True,Air,1247,PLA Bioplastic,1.23,1.777,575.0
Electronics,1.7,0.1,29,18,1,8,True,Air,2731,Mushroom Pkg (Mycelium),2.28,11.607,601.0
Clothing,1.11,1.23,27,19,12,3,False,Air,1290,Kraft Paper Mailer,1.09,3.967,550.0
Clothing,0.93,1.36,27,21,12,5,False,Road,700,Kraft Paper Mailer,1.54,0.476,550.0
Electronics,1.93,0.23,32,18,2,7,True,Air,2753,Honeycomb Paper,2.17,13.283,602.0
Clothing,0.28,0.09,26,18,1,1,False,Road,358,Kraft Paper Mailer,0.31,0.05,550.0
Electronics,16.68,7.74,121,64,5,9,True,Road,2817,Mushroom Pkg (Mycelium),8.47,23.494,601.0
Clothing,0.24,0.19,27,18,2,2,False,Road,198,Kraft Paper Mailer,0.5,0.024,550.0
Furniture,16.57,6.1,100,61,5,9,False,Road,2761,Mushroom Pkg (Mycelium),8.43,22.875,601.0
Furniture,15.34,4.66,106,55,4,9,False,Road,2813,Mushroom Pkg (Mycelium),7.94,21.576,601.0
Electronics,0.18,0.0,4,4,1,6,True,Air,1297,Honeycomb Paper,1.27,0.584,602.0
Electronics,0.12,0.0,4,4,0,5,True,Road,265,Honeycomb Paper,1.05,0.016,602.0
Home Decor,1.99,1.34,15,14,32,9,False,Air,2547,Mushroom Pkg (Mycelium),2.6,12.671,601.0
Clothing,0.2,0.1,24,21,1,1,False,Air,1157,Kraft Paper Mailer,0.28,0.579,550.0
Electronics,0.13,0.0,5,4,1,6,True,Air,2138,Honeycomb Paper,1.25,0.695,602.0
Beauty,0.64,0.24,21,8,7,3,True,Air,1291,PLA Bioplastic,0.86,2.066,575.0
Clothing,1.08,1.17,28,19,11,3,False,Air,859,Kraft Paper Mailer,1.07,2.513,550.0
Furniture,15.11,5.31,107,62,4,10,False,Road,1373,Mushroom Pkg (Mycelium),8.04,10.373,601.0
Furniture,19.45,5.24,97,54,5,10,False,Road,2883,Mushroom Pkg (Mycelium),9.78,28.037,601.0
Clothing,0.98,1.29,28,21,11,4,False,Road,798,Kraft Paper Mailer,1.32,0.515,550.0
Electronics,2.13,0.11,28,19,1,7,True,Air,2200,Honeycomb Paper,2.25,11.715,602.0
Furniture,17.57,4.75,106,56,4,9,False,Road,1918,Mushroom Pkg (Mycelium),8.83,16.85,601.0
Beauty,0.38,0.04,10,5,4,10,True,Road,287,Mushroom Pkg (Mycelium),2.15,0.055,601.0
Clothing,0.89,1.43,31,21,11,5,False,Air,2070,Mushroom Pkg (Mycelium),1.57,7.4,601.0
Clothing,1.13,3.69,54,38,9,4,True,Air,1083,Kraft Paper Mailer,2.28,9.991,550.0
Furniture,13.04,6.53,102,64,5,10,False,Road,2595,Mushroom Pkg (Mycelium),7.22,16.919,601.0
Beauty,0.71,0.24,21,8,7,4,True,Air,2826,PLA Bioplastic,1.08,5.016,575.0
Beauty,0.94,0.2,18,7,8,5,True,Air,860,PLA Bioplastic,1.38,2.021,575.0
Furniture,18.77,5.35,99,54,5,9,False,Road,639,Mushroom Pkg (Mycelium),9.31,5.997,601.0
Beauty,0.78,0.27,21,8,8,5,True,Air,1750,PLA Bioplastic,1.31,3.413,575.0
Electronics,0.31,0.0,13,6,0,9,True,Air,1848,Mushroom Pkg (Mycelium),1.92,1.432,601.0
Home Decor,1.54,1.02,14,13,28,10,False,Road,530,Mushroom Pkg (Mycelium),2.62,0.408,601.0
Clothing,1.03,1.23,31,18,11,5,False,Air,2825,Kraft Paper Mailer,1.49,8.687,550.0
Electronics,20.14,7.06,112,63,5,10,True,Road,1630,Mushroom Pkg (Mycelium),10.06,16.414,601.0
Electronics,0.29,0.0,15,7,0,6,True,Road,51,Honeycomb Paper,1.32,0.007,602.0
Beauty,0.21,0.04,9,5,4,10,True,Road,60,Mushroom Pkg (Mycelium),2.08,0.006,601.0
Electronics,24.28,9.49,130,73,5,10,True,Road,1294,Mushroom Pkg (Mycelium),11.71,15.709,601.0
Electronics,1.58,0.11,29,19,1,9,True,Air,2360,Mushroom Pkg (Mycelium),2.43,9.322,601.0
Clothing,0.84,1.27,32,18,11,4,False,Road,536,Kraft Paper Mailer,1.31,0.34,550.0
Electronics,18.42,8.66,114,76,5,10,True,Road,2129,Mushroom Pkg (Mycelium),9.37,19.608,601.0
Electronics,2.03,0.22,27,20,2,7,True,Road,685,Honeycomb Paper,2.21,0.695,602.0
Home Decor,2.41,1.18,14,15,28,10,False,Road,222,Mushroom Pkg (Mycelium),2.96,0.268,601.0
Beauty,0.72,0.21,19,7,8,4,True,Air,2962,PLA Bioplastic,1.09,5.332,575.0
Electronics,2.09,0.11,27,21,1,8,True,Air,2029,Mushroom Pkg (Mycelium),2.44,10.602,601.0
Electronics,1.85,0.23,30,19,2,7,True,Air,1174,Honeycomb Paper,2.14,5.43,602.0
Home Decor,2.81,1.12,16,13,27,10,False,Air,1135,Mushroom Pkg (Mycelium),3.12,7.973,601.0
Furniture,72.13,306.49,214,93,77,5,False,Road,1951,Wood Crate,123.6,298.981,405.0
Furniture,13.17,6.98,109,64,5,9,False,Road,2110,Mushroom Pkg (Mycelium),7.07,13.894,601.0
Furniture,13.95,38.02,55,64,54,5,False,Road,2177,Wood Crate,16.21,41.385,405.0
Electronics,0.19,0.0,4,5,0,5,True,Road,495,Honeycomb Paper,1.08,0.047,602.0
Furniture,12.55,32.57,55,63,47,4,False,Road,1360,Wood Crate,13.83,22.148,405.0
Electronics,0.35,0.0,14,6,0,9,True,Air,1347,Mushroom Pkg (Mycelium),1.94,1.179,601.0
Clothing,1.86,3.37,48,39,9,4,True,Air,2855,Kraft Paper Mailer,2.15,24.053,550.0
Clothing,0.89,1.13,27,19,11,3,False,Air,2791,Kraft Paper Mailer,1.05,7.885,550.0
Electronics,0.22,0.0,16,6,0,9,True,Road,406,Mushroom Pkg (Mycelium),1.89,0.045,601.0
Furniture,19.32,5.19,91,57,5,10,False,Road,496,Mushroom Pkg (Mycelium),9.73,4.791,601.0
Clothing,1.17,1.37,30,19,12,4,False,Air,1557,Kraft Paper Mailer,1.35,5.333,550.0
Clothing,0.9,1.21,28,18,12,4,False,Air,2258,Kraft Paper Mailer,1.28,6.83,550.0
Clothing,0.19,0.18,25,18,2,1,False,Road,564,Kraft Paper Mailer,0.28,0.054,550.0
Electronics,19.33,6.48,114,71,4,10,True,Road,2020,Mushroom Pkg (Mycelium),9.73,19.523,601.0
Clothing,0.25,0.1,26,19,1,2,False,Air,2008,Kraft Paper Mailer,0.5,1.255,550.0
Furniture,11.16,37.76,64,59,50,6,False,Road,797,Wood Crate,16.3,15.047,405.0
Furniture,70.93,279.17,191,87,84,5,False,Road,85,Wood Crate,112.67,11.865,405.0
Home Decor,1.54,1.34,15,16,28,10,False,Road,356,Mushroom Pkg (Mycelium),2.62,0.274,601.0
Clothing,1.94,3.91,53,41,9,2,True,Air,2845,Kraft Paper Mailer,1.96,27.81,550.0
Furniture,11.06,36.75,57,62,52,4,False,Road,789,Wood Crate,15.5,14.498,405.0
Electronics,19.83,7.11,127,70,4,9,True,Road,136,Styrofoam (EPS),9.73,1.348,105.0
Clothing,0.28,0.19,25,19,2,2,False,Air,1019,Kraft Paper Mailer,0.51,0.713,550.0
Electronics,21.21,8.0,125,64,5,10,True,Road,2066,Mushroom Pkg (Mycelium),10.48,21.91,601.0
Home Decor,1.48,1.13,14,15,27,9,False,Air,1852,Honeycomb Paper,2.39,6.852,602.0
Electronics,2.45,0.12,32,18,1,9,True,Air,2801,Mushroom Pkg (Mycelium),2.78,17.156,601.0
Electronics,22.42,7.62,119,64,5,10,True,Road,1779,Mushroom Pkg (Mycelium),10.97,19.943,601.0
Clothing,1.33,4.35,53,41,10,4,True,Air,2002,Kraft Paper Mailer,2.54,21.772,550.0
Electronics,0.2,0.0,5,5,0,4,True,Air,2368,Corrugated Cardboard,0.88,1.184,114.0
Furniture,19.48,4.34,92,59,4,9,False,Road,2500,Mushroom Pkg (Mycelium),9.59,24.35,601.0
Furniture,16.21,5.14,109,59,4,9,False,Road,2381,Mushroom Pkg (Mycelium),8.28,19.298,601.0
Home Decor,1.36,1.29,13,16,31,9,False,Air,2771,Mushroom Pkg (Mycelium),2.34,9.421,601.0
Clothing,1.35,3.06,46,37,9,2,True,Air,970,Kraft Paper Mailer,1.62,7.421,550.0
Furniture,12.41,36.89,63,61,48,6,False,Road,1328,Wood Crate,15.96,24.495,405.0
Furniture,18.89,4.48,95,59,4,10,False,Road,484,Mushroom Pkg (Mycelium),9.56,4.571,601.0
Electronics,18.48,8.45,128,66,5,10,True,Road,762,Mushroom Pkg (Mycelium),9.39,7.041,601.0
Electronics,18.6,8.32,126,66,5,9,True,Road,2587,Mushroom Pkg (Mycelium),9.24,24.059,601.0
Home Decor,2.29,1.25,16,13,30,10,False,Road,530,Mushroom Pkg (Mycelium),2.92,0.607,601.0
Furniture,13.53,4.81,94,64,4,9,False,Road,110,Mushroom Pkg (Mycelium),7.21,0.744,601.0
Clothing,0.29,0.1,23,21,1,2,False,Air,1353,Kraft Paper Mailer,0.52,0.981,550.0
Electronics,0.27,0.02,16,6,1,7,True,Air,2294,Honeycomb Paper,1.51,1.548,602.0
Clothing,0.92,1.19,30,18,11,3,False,Road,473,Kraft Paper Mailer,1.08,0.281,550.0
Electronics,2.02,0.12,31,20,1,7,True,Road,506,Honeycomb Paper,2.21,0.511,602.0
Electronics,2.14,0.11,27,21,1,7,True,Air,2076,Honeycomb Paper,2.26,11.107,602.0
Home Decor,2.34,1.18,14,15,28,10,False,Air,2059,Mushroom Pkg (Mycelium),2.94,12.045,601.0
Clothing,0.97,1.15,29,18,11,4,False,Air,2841,Kraft Paper Mailer,1.26,8.168,550.0
Clothing,0.16,0.08,23,18,1,2,False,Road,649,Kraft Paper Mailer,0.46,0.052,550.0
Electronics,2.4,0.24,31,19,2,7,True,Road,374,Honeycomb Paper,2.36,0.449,602.0
Clothing,0.3,0.1,24,21,1,2,False,Road,793,Kraft Paper Mailer,0.52,0.119,550.0
Electronics,1.74,0.1,27,19,1,7,True,Air,2019,Honeycomb Paper,2.1,8.783,602.0
Clothing,1.67,3.37,52,36,9,3,True,Air,1473,Kraft Paper Mailer,1.95,12.41,550.0
Beauty,0.52,0.2,18,7,8,5,True,Air,2696,PLA Bioplastic,1.21,3.505,575.0
Beauty,0.78,0.2,20,7,7,4,True,Air,1912,PLA Bioplastic,1.11,3.728,575.0
Clothing,1.13,1.36,31,20,11,3,False,Air,2036,Kraft Paper Mailer,1.14,6.922,550.0
Furniture,11.1,29.11,54,55,49,5,False,Road,1400,Wood Crate,12.64,20.377,405.0
Clothing,1.48,3.13,47,37,9,2,True,Road,227,Kraft Paper Mailer,1.65,0.355,550.0
Clothing,1.86,3.6,54,37,9,4,True,Road,176,Kraft Paper Mailer,2.24,0.317,550.0
Beauty,0.27,0.04,10,5,4,8,True,Air,928,Mushroom Pkg (Mycelium),1.71,0.626,601.0
Clothing,1.63,3.35,49,38,9,3,True,Road,128,Kraft Paper Mailer,1.94,0.214,550.0
Furniture,15.84,5.8,100,58,5,9,False,Road,2528,Mushroom Pkg (Mycelium),8.14,20.022,601.0
Electronics,15.3,7.99,108,74,5,10,True,Road,2427,Mushroom Pkg (Mycelium),8.12,18.567,601.0
Furniture,76.23,316.71,211,95,79,8,False,Road,2542,Wood Crate,128.28,402.538,405.0
Home Decor,2.57,1.39,14,16,31,9,False,Road,596,Mushroom Pkg (Mycelium),2.83,0.766,601.0
Electronics,0.13,0.0,4,4,1,4,True,Road,605,Corrugated Cardboard,0.85,0.039,114.0
Clothing,1.01,3.59,46,39,10,4,True,Air,2149,Corrugated Cardboard,2.24,19.287,114.0
Electronics,19.29,6.83,117,73,4,9,True,Road,1564,Mushroom Pkg (Mycelium),9.52,15.085,601.0
Clothing,0.19,0.09,23,20,1,1,False,Air,1081,Styrofoam (EPS),0.28,0.513,105.0
Clothing,0.27,0.18,25,18,2,1,False,Road,517,Kraft Paper Mailer,0.31,0.07,550.0
Beauty,0.67,0.22,20,8,7,4,True,Road,640,PLA Bioplastic,1.07,0.214,575.0
Furniture,12.84,37.12,58,64,50,5,False,Road,693,Wood Crate,15.85,12.862,405.0
Electronics,0.36,0.02,14,6,1,9,True,Air,2220,Mushroom Pkg (Mycelium),1.94,1.998,601.0
Furniture,14.66,5.78,107,54,5,9,False,Road,826,Mushroom Pkg (Mycelium),7.66,6.055,601.0
Electronics,0.22,0.0,16,7,0,7,True,Air,1527,Honeycomb Paper,1.49,0.84,602.0
Electronics,20.44,6.83,117,73,4,10,True,Road,1913,Mushroom Pkg (Mycelium),10.18,19.551,601.0
Electronics,1.9,0.11,28,20,1,8,True,Road,630,Mushroom Pkg (Mycelium),2.36,0.599,601.0
Furniture,19.16,6.43,109,59,5,9,False,Road,2099,Mushroom Pkg (Mycelium),9.46,20.108,601.0
Beauty,0.84,0.24,21,7,8,3,True,Air,2772,PLA Bioplastic,0.94,5.821,575.0
Clothing,0.15,0.17,23,18,2,2,False,Road,50,Kraft Paper Mailer,0.47,0.004,550.0
Clothing,0.3,0.2,25,20,2,2,False,Air,1415,Kraft Paper Mailer,0.52,1.061,550.0
Electronics,0.36,0.02,13,6,1,9,True,Air,1135,Mushroom Pkg (Mycelium),1.94,1.021,601.0
Electronics,1.58,0.11,30,19,1,9,True,Road,276,Mushroom Pkg (Mycelium),2.43,0.218,601.0
Electronics,0.34,0.02,13,6,1,6,True,Air,2143,Honeycomb Paper,1.34,1.822,602.0
Beauty,0.37,0.04,9,4,5,8,True,Air,2873,Mushroom Pkg (Mycelium),1.75,2.658,601.0
Electronics,0.28,0.0,14,6,0,6,True,Air,2313,Honeycomb Paper,1.31,1.619,602.0
Clothing,0.27,0.1,26,20,1,2,False,Road,795,Mushroom Pkg (Mycelium),0.51,0.107,601.0
Beauty,0.86,0.19,19,7,7,4,True,Road,525,PLA Bioplastic,1.14,0.226,575.0
Electronics,0.22,0.02,13,7,1,6,True,Air,2339,Honeycomb Paper,1.29,1.286,602.0
Electronics,0.22,0.02,16,6,1,8,True,Road,185,Mushroom Pkg (Mycelium),1.69,0.02,601.0
Beauty,0.33,0.03,10,4,4,10,True,Air,1397,Mushroom Pkg (Mycelium),2.13,1.153,601.0
Beauty,0.3,0.04,10,4,5,9,True,Air,1519,Mushroom Pkg (Mycelium),1.92,1.139,601.0
Clothing,1.45,3.31,46,36,10,4,True,Air,886,Kraft Paper Mailer,2.12,7.332,550.0
Electronics,0.25,0.02,13,6,1,7,True,Air,1909,Honeycomb Paper,1.5,1.193,602.0
Electronics,2.42,0.21,29,18,2,7,True,Air,950,Honeycomb Paper,2.37,5.747,602.0
Electronics,0.2,0.0,4,5,0,6,True,Road,639,Honeycomb Paper,1.28,0.064,602.0
Furniture,11.73,40.03,59,64,53,5,False,Road,2063,Wood Crate,17.01,41.291,405.0
Electronics,19.1,9.04,131,69,5,9,True,Road,349,Mushroom Pkg (Mycelium),9.44,3.333,601.0
Furniture,12.26,41.28,63,63,52,5,False,Road,663,Wood Crate,17.51,13.684,405.0
Beauty,0.81,0.21,19,7,8,5,True,Air,1813,PLA Bioplastic,1.32,3.671,575.0
Electronics,0.28,0.02,14,6,1,9,True,Air,2079,Mushroom Pkg (Mycelium),1.91,1.455,601.0
Electronics,2.05,0.12,32,19,1,8,True,Air,2816,Mushroom Pkg (Mycelium),2.42,14.432,601.0
Electronics,0.33,0.0,16,7,0,8,True,Air,1626,Mushroom Pkg (Mycelium),1.73,1.341,601.0
Electronics,0.26,0.0,13,6,0,6,True,Air,2604,Honeycomb Paper,1.3,1.693,602.0
Furniture,16.64,6.91,108,64,5,10,False,Road,2430,Mushroom Pkg (Mycelium),8.66,20.218,601.0
Clothing,0.93,1.26,27,18,13,3,False,Road,128,Kraft Paper Mailer,1.1,0.081,550.0
Electronics,1.73,0.12,29,21,1,8,True,Air,1186,Mushroom Pkg (Mycelium),2.29,5.129,601.0
Electronics,0.17,0.0,5,5,0,4,True,Road,598,Corrugated Cardboard,0.87,0.051,114.0
Electronics,2.14,0.11,27,20,1,9,True,Road,223,Mushroom Pkg (Mycelium),2.66,0.239,601.0
Clothing,1.89,3.67,51,36,10,4,True,Air,2494,Kraft Paper Mailer,2.27,22.882,550.0
Clothing,1.05,1.44,30,20,12,3,False,Air,1941,Kraft Paper Mailer,1.18,6.988,550.0
Electronics,0.2,0.02,16,7,1,8,True,Air,1887,Mushroom Pkg (Mycelium),1.68,0.944,601.0
Furniture,10.53,36.96,59,58,54,5,False,Road,2022,Wood Crate,15.78,37.367,405.0
Electronics,17.29,6.57,119,69,4,10,True,Road,1285,Mushroom Pkg (Mycelium),8.92,11.109,601.0
Electronics,1.72,0.12,31,20,1,9,True,Road,131,Mushroom Pkg (Mycelium),2.49,0.113,601.0
Furniture,12.36,5.61,102,55,5,9,False,Road,2878,Mushroom Pkg (Mycelium),6.74,17.786,601.0
Electronics,0.33,0.0,15,6,0,9,True,Air,2593,Mushroom Pkg (Mycelium),1.93,2.139,601.0
Electronics,0.37,0.02,16,6,1,9,True,Road,745,Mushroom Pkg (Mycelium),1.95,0.138,601.0
Clothing,0.85,1.23,27,19,12,5,False,Road,356,Kraft Paper Mailer,1.49,0.219,550.0
Furniture,78.32,251.9,185,92,74,5,False,Road,588,Wood Crate,101.76,74.059,405.0
Furniture,13.14,3.96,90,55,4,9,False,Road,1157,Mushroom Pkg (Mycelium),7.06,7.601,601.0
Electronics,21.99,8.39,115,73,5,9,True,Road,2224,Mushroom Pkg (Mycelium),10.6,24.453,601.0
Electronics,0.21,0.0,14,7,0,8,True,Air,2866,Mushroom Pkg (Mycelium),1.68,1.505,601.0
Clothing,1.18,3.91,53,41,9,3,True,Road,316,Kraft Paper Mailer,2.16,0.618,550.0
